id,from,to,cost,nodes
4681,1404037085,1404036953,14.08,"['1404037085', '1404036953']"
4682,1404037085,1404037015,39.94,"['1404037085', '1404037096', '1404037015']"
4683,1404037015,1404037085,39.94,"['1404037015', '1404037096', '1404037085']"
4684,1404037029,1404037105,32.44,"['1404037029', '1404037105']"
4685,1404037105,1404037029,32.44,"['1404037105', '1404037029']"
4686,1404037030,1404036975,4.58,"['1404037030', '1404036975']"
4687,1404036975,1404037030,4.58,"['1404036975', '1404037030']"
4688,1404036975,1404036968,20.12,"['1404036975', '1404036968']"
4689,1404036968,1404036975,20.12,"['1404036968', '1404036975']"
4690,1404036968,1404037134,32.75,"['1404036968', '1404037063', '1404037134']"
4691,1404037134,1404036968,32.75,"['1404037134', '1404037063', '1404036968']"
4692,1404037134,1404037044,20.09,"['1404037134', '1404037044']"
4693,1404037044,1404037134,20.09,"['1404037044', '1404037134']"
4694,1404036972,1404037117,17.22,"['1404036972', '1404037117']"
4695,1404037117,1404036972,17.22,"['1404037117', '1404036972']"
4696,1404037117,1404037087,25.8,"['1404037117', '1404037087']"
4697,1404037087,1404037117,25.8,"['1404037087', '1404037117']"
4698,1404036952,1404037125,49.45,"['1404036952', '1404037120', '1404037135', '1404037125']"
4699,1404037125,1404036952,49.45,"['1404037125', '1404037135', '1404037120', '1404036952']"
4700,1404037125,1404037126,52.96,"['1404037125', '1404037128', '1404037126']"
4701,1404037126,1404037125,52.96,"['1404037126', '1404037128', '1404037125']"
4702,1404037011,1404037033,35.86,"['1404037011', '1404037033']"
4703,1404037033,1404037011,35.86,"['1404037033', '1404037011']"
4704,1404037117,1404037025,13.47,"['1404037117', '1404037025']"
4705,1404037025,1404037117,13.47,"['1404037025', '1404037117']"
4706,1404037115,1404037024,33.57,"['1404037115', '1404037024']"
4707,1404037024,1404037115,33.57,"['1404037024', '1404037115']"
4708,1404037024,1404037027,37.76,"['1404037024', '1404037027']"
4709,1404037027,1404037024,37.76,"['1404037027', '1404037024']"
4710,1404036950,1404037047,24.23,"['1404036950', '1404037047']"
4711,1404037047,1404036950,24.23,"['1404037047', '1404036950']"
4712,1404037047,1404037107,16.29,"['1404037047', '1404037107']"
4713,1404037107,1404037047,16.29,"['1404037107', '1404037047']"
4714,1404037053,1404037014,13.03,"['1404037053', '1404037014']"
4715,1404037014,1404037053,13.03,"['1404037014', '1404037053']"
4716,1404037014,1404037134,22.3,"['1404037014', '1404037134']"
4717,1404037134,1404037014,22.3,"['1404037134', '1404037014']"
4718,1404037134,1404037027,14.47,"['1404037134', '1404037027']"
4719,1404037027,1404037134,14.47,"['1404037027', '1404037134']"
4720,1404037085,1404037018,25.74,"['1404037085', '1404037018']"
4721,1404037018,1404037085,25.74,"['1404037018', '1404037085']"
4722,1404036994,1404037015,23.75,"['1404036994', '1404036963', '1404037015']"
4723,1404037015,1404036994,23.75,"['1404037015', '1404036963', '1404036994']"
4724,1404037015,1404036952,6.62,"['1404037015', '1404036952']"
4725,1404036952,1404037015,6.62,"['1404036952', '1404037015']"
4726,1404036952,1404037044,18.04,"['1404036952', '1404037044']"
4727,1404037044,1404036952,18.04,"['1404037044', '1404036952']"
4728,1404037044,1404037043,48.59,"['1404037044', '1404037043']"
4729,1404037043,1404037044,48.59,"['1404037043', '1404037044']"
4730,1404036975,1404037029,29.67,"['1404036975', '1404037112', '1404037029']"
4731,1404037029,1404036975,29.67,"['1404037029', '1404037112', '1404036975']"
4732,1404037029,1404037014,44.37,"['1404037029', '1404037014']"
4733,1404037014,1404037029,44.37,"['1404037014', '1404037029']"
4734,1404037013,1404037073,19.19,"['1404037013', '1404037073']"
4735,1404037073,1404037013,19.19,"['1404037073', '1404037013']"
4736,1404037073,1404037149,49.95,"['1404037073', '1404037149']"
4737,1404037149,1404037073,49.95,"['1404037149', '1404037073']"
4738,1316471802,1316472026,10.93,"['1316471802', '1316472026']"
4739,1316472026,1316471802,10.93,"['1316472026', '1316471802']"
4740,1316472026,1316471969,10.28,"['1316472026', '1316471969']"
4741,1316471969,1316472026,10.28,"['1316471969', '1316472026']"
4742,1316471969,1316471713,41.64,"['1316471969', '1316472175', '1316471713']"
4743,1316471713,1316471969,41.64,"['1316471713', '1316472175', '1316471969']"
4744,1316471713,1316472161,29.81,"['1316471713', '1316472161']"
4745,1316472161,1316471713,29.81,"['1316472161', '1316471713']"
4746,1316472161,1316471744,8.7,"['1316472161', '1316471744']"
4747,1316471744,1316472161,8.7,"['1316471744', '1316472161']"
4748,1316471744,1316471850,8.69,"['1316471744', '1316471850']"
4749,1316471850,1316471744,8.69,"['1316471850', '1316471744']"
4750,1316471850,1316471994,25.42,"['1316471850', '1316471955', '1316471994']"
4751,1316471994,1316471850,25.42,"['1316471994', '1316471955', '1316471850']"
4752,1316471994,1316471797,23.63,"['1316471994', '1316471797']"
4753,1316471797,1316471994,23.63,"['1316471797', '1316471994']"
4754,1404036968,1404037024,12.55,"['1404036968', '1404037024']"
4755,1404037024,1404036968,12.55,"['1404037024', '1404036968']"
4756,1404037024,1404037149,12.3,"['1404037024', '1404037149']"
4757,1404037149,1404037024,12.3,"['1404037149', '1404037024']"
4758,1404037149,1404037125,24.54,"['1404037149', '1404037064', '1404037125']"
4759,1404037125,1404037149,24.54,"['1404037125', '1404037064', '1404037149']"
4760,1404152799,1404152880,69.16,"['1404152799', '1404152880']"
4761,1404152880,1404152799,69.16,"['1404152880', '1404152799']"
4762,1404152885,1404152790,85.14,"['1404152885', '1404152790']"
4763,1404152790,1404152885,85.14,"['1404152790', '1404152885']"
4764,1404152783,1404152847,87.33,"['1404152783', '1404152847']"
4765,1404152847,1404152783,87.33,"['1404152847', '1404152783']"
4766,1562117598,482733092,147.75,"['1562117598', '483112319', '482733092']"
4767,482733092,1562117598,147.75,"['482733092', '483112319', '1562117598']"
4768,482733092,601145316,14.86,"['482733092', '601145316']"
4769,601145316,482733092,14.86,"['601145316', '482733092']"
4770,601145316,483113556,72.96,"['601145316', '483113556']"
4771,483113556,601145316,72.96,"['483113556', '601145316']"
4772,483113556,483113599,215.95,"['483113556', '483113599']"
4773,483113599,483113556,215.95,"['483113599', '483113556']"
4774,1562117599,1562117605,37.21,"['1562117599', '1562117605']"
4775,1562117605,1562117599,37.21,"['1562117605', '1562117599']"
4776,486193994,483106759,1038.55,"['486193994', '1807318141', '1807311599', '1807311600', '1807311601', '1807311602', '601661230', '1807311606', '1807311607', '1807311608', '483106759']"
4777,483106759,486193994,1038.55,"['483106759', '1807311608', '1807311607', '1807311606', '601661230', '1807311602', '1807311601', '1807311600', '1807311599', '1807318141', '486193994']"
4778,483103362,971168073,101.57,"['483103362', '971168073']"
4779,971168073,483103362,101.57,"['971168073', '483103362']"
4780,971168073,483106120,82.06,"['971168073', '483106120']"
4781,483106120,971168073,82.06,"['483106120', '971168073']"
4782,483106120,95612191,99.81,"['483106120', '483107860', '95612191']"
4783,95612191,483106120,99.81,"['95612191', '483107860', '483106120']"
4784,1883258214,5070865544,423.82,"['1883258214', '481384563', '475974969', '103736893', '486255428', '481387876', '5070865544']"
4785,5070865544,1883258214,423.82,"['5070865544', '481387876', '486255428', '103736893', '475974969', '481384563', '1883258214']"
4786,5070865544,103736983,202.07,"['5070865544', '481388053', '481388603', '481386949', '385114530', '1888382770', '103736983']"
4787,103736983,5070865544,202.07,"['103736983', '1888382770', '385114530', '481386949', '481388603', '481388053', '5070865544']"
4788,75354586,677735262,186.3,"['75354586', '1888382763', '1888382779', '1888382772', '1888382827', '1888382787', '1888382898', '677735262']"
4789,677735262,75354586,186.3,"['677735262', '1888382898', '1888382787', '1888382827', '1888382772', '1888382779', '1888382763', '75354586']"
4790,483106759,857780856,197.58,"['483106759', '486206939', '857780856']"
4791,857780856,483106759,197.58,"['857780856', '486206939', '483106759']"
4792,857780856,857780858,202.57,"['857780856', '93246481', '3027181884', '2049780828', '857780858']"
4793,857780858,857780856,202.57,"['857780858', '2049780828', '3027181884', '93246481', '857780856']"
4794,385113782,1316623495,145.77,"['385113782', '773662897', '4273412842', '3758885822', '773662879', '2555954419', '2555954421', '1316623495']"
4795,1316623495,385113782,145.77,"['1316623495', '2555954421', '2555954419', '773662879', '3758885822', '4273412842', '773662897', '385113782']"
4796,1316623495,475975057,96.1,"['1316623495', '385113781', '475975057']"
4797,475975057,1316623495,96.1,"['475975057', '385113781', '1316623495']"
4798,475975057,1316623182,69.03,"['475975057', '1316623182']"
4799,1316623182,475975057,69.03,"['1316623182', '475975057']"
4800,1316623182,1316694068,31.33,"['1316623182', '1316694068']"
4801,1316694068,1316623182,31.33,"['1316694068', '1316623182']"
4802,1316694068,599407025,20.75,"['1316694068', '599407025']"
4803,599407025,1316694068,20.75,"['599407025', '1316694068']"
4804,599407025,385113562,13.8,"['599407025', '385113562']"
4805,385113562,599407025,13.8,"['385113562', '599407025']"
4806,475977497,385113786,28.87,"['475977497', '1548518431', '385113786']"
4807,385113786,475977497,28.87,"['385113786', '1548518431', '475977497']"
4808,385113786,1316623328,8.31,"['385113786', '1316623328']"
4809,1316623328,385113786,8.31,"['1316623328', '385113786']"
4810,1316623328,1317671170,10.09,"['1316623328', '1317671170']"
4811,1317671170,1316623328,10.09,"['1317671170', '1316623328']"
4812,1317671170,385113788,20.14,"['1317671170', '385113788']"
4813,385113788,1317671170,20.14,"['385113788', '1317671170']"
4814,385113788,1317671241,17.39,"['385113788', '1317671241']"
4815,1317671241,385113788,17.39,"['1317671241', '385113788']"
4816,1317671241,385113789,13.06,"['1317671241', '385113789']"
4817,385113789,1317671241,13.06,"['385113789', '1317671241']"
4818,385113789,385113791,30.81,"['385113789', '385113791']"
4819,385113791,385113789,30.81,"['385113791', '385113789']"
4820,385113791,1316623647,33.33,"['385113791', '1316623647']"
4821,1316623647,385113791,33.33,"['1316623647', '385113791']"
4822,1316623647,1316623389,16.07,"['1316623647', '1316623389']"
4823,1316623389,1316623647,16.07,"['1316623389', '1316623647']"
4824,1316623389,1316623308,17.27,"['1316623389', '1316623308']"
4825,1316623308,1316623389,17.27,"['1316623308', '1316623389']"
4826,1316623308,1316623442,20.68,"['1316623308', '1316623442']"
4827,1316623442,1316623308,20.68,"['1316623442', '1316623308']"
4828,1316623442,1317671003,24.34,"['1316623442', '1317671003']"
4829,1317671003,1316623442,24.34,"['1317671003', '1316623442']"
4830,1317671003,385113794,33.5,"['1317671003', '385113794']"
4831,385113794,1317671003,33.5,"['385113794', '1317671003']"
4832,385113794,385113795,32.63,"['385113794', '385113795']"
4833,385113795,385113794,32.63,"['385113795', '385113794']"
4834,475977497,1316623507,12.84,"['475977497', '385113785', '1316623507']"
4835,1316623507,475977497,12.84,"['1316623507', '385113785', '475977497']"
4836,1316623507,773662878,89.98,"['1316623507', '773662878']"
4837,773662878,1316623507,89.98,"['773662878', '1316623507']"
4838,773662878,385113782,84.79,"['773662878', '2460670088', '2460670085', '2460670081', '385113782']"
4839,385113782,773662878,84.79,"['385113782', '2460670081', '2460670085', '2460670088', '773662878']"
4840,2922033553,2922033539,121.27,"['2922033553', '2922033571', '2922033569', '2922033539']"
4841,2922033539,2922033553,121.27,"['2922033539', '2922033569', '2922033571', '2922033553']"
4842,2969936436,2969936446,185.58,"['2969936436', '2969936437', '2969936438', '2969936439', '2969936440', '2969936441', '2969936442', '2969936443', '2969936444', '2969936445', '2969936446']"
4843,2969936446,2969936436,185.58,"['2969936446', '2969936445', '2969936444', '2969936443', '2969936442', '2969936441', '2969936440', '2969936439', '2969936438', '2969936437', '2969936436']"
4844,3027169562,3027169576,98.83,"['3027169562', '3027169563', '3027169564', '3027169565', '3027169566', '3027169567', '3027169568', '3027169569', '3027169570', '3027169576']"
4845,3027169576,3027169562,98.83,"['3027169576', '3027169570', '3027169569', '3027169568', '3027169567', '3027169566', '3027169565', '3027169564', '3027169563', '3027169562']"
4846,3027169576,3027169571,21.36,"['3027169576', '3027169571']"
4847,3027169571,3027169576,21.36,"['3027169571', '3027169576']"
4848,3027169571,3027169573,37.08,"['3027169571', '3027169572', '3027169573']"
4849,3027169573,3027169571,37.08,"['3027169573', '3027169572', '3027169571']"
4850,3027169562,3027169571,22.46,"['3027169562', '3027169571']"
4851,3027169571,3027169562,22.46,"['3027169571', '3027169562']"
4852,3027169562,3027169576,12.84,"['3027169562', '3027169574', '3027169575', '3027169576']"
4853,3027169576,3027169562,12.84,"['3027169576', '3027169575', '3027169574', '3027169562']"
4854,3110525720,601145356,36.53,"['3110525720', '3110525721', '3110525722', '6276966720', '3110525723', '6276966719', '3110525724', '3110525725', '601145356']"
4855,601145356,3110525720,36.53,"['601145356', '3110525725', '3110525724', '6276966719', '3110525723', '6276966720', '3110525722', '3110525721', '3110525720']"
4856,3117897472,1316623385,24.36,"['3117897472', '1316623326', '1316623269', '1316623385']"
4857,1316623385,3117897472,24.36,"['1316623385', '1316623269', '1316623326', '3117897472']"
4858,1316623385,1316623279,11.03,"['1316623385', '1316623279']"
4859,1316623279,1316623385,11.03,"['1316623279', '1316623385']"
4860,3560335826,3560335842,190.41,"['3560335826', '3560335825', '3560335843', '3560335848', '3560335842']"
4861,3560335842,3560335826,190.41,"['3560335842', '3560335848', '3560335843', '3560335825', '3560335826']"
4862,3560335839,3560335827,214.21,"['3560335839', '3560335831', '3560335847', '3560335844', '3560335822', '3560335827']"
4863,3560335827,3560335839,214.21,"['3560335827', '3560335822', '3560335844', '3560335847', '3560335831', '3560335839']"
4864,3560335827,3560335826,169.4,"['3560335827', '3560335834', '3560335836', '3560335841', '3560335826']"
4865,3560335826,3560335827,169.4,"['3560335826', '3560335841', '3560335836', '3560335834', '3560335827']"
4866,3560335826,3560335839,20.69,"['3560335826', '3560335839']"
4867,3560335839,3560335826,20.69,"['3560335839', '3560335826']"
4868,3560335839,1324294302,67.37,"['3560335839', '3560335823', '1324294302']"
4869,1324294302,3560335839,67.37,"['1324294302', '3560335823', '3560335839']"
4870,3560335827,3560335835,12.72,"['3560335827', '3560335849', '3560335835']"
4871,3560335835,3560335827,12.72,"['3560335835', '3560335849', '3560335827']"
4872,3758885817,3758885811,13.16,"['3758885817', '3758885811']"
4873,3758885811,3758885817,13.16,"['3758885811', '3758885817']"
4874,3758885811,3758885813,30.97,"['3758885811', '3758885815', '3758885813']"
4875,3758885813,3758885811,30.97,"['3758885813', '3758885815', '3758885811']"
4876,3758885813,3758885805,42.45,"['3758885813', '3758885805']"
4877,3758885805,3758885813,42.45,"['3758885805', '3758885813']"
4878,3758885813,3758885806,27.31,"['3758885813', '3758885806']"
4879,3758885806,3758885813,27.31,"['3758885806', '3758885813']"
4880,3758885806,3758885823,54.57,"['3758885806', '3758885810', '3758885818', '3758885823']"
4881,3758885823,3758885806,54.57,"['3758885823', '3758885818', '3758885810', '3758885806']"
4882,3758885806,3758885819,12.86,"['3758885806', '3758885819']"
4883,3758885819,3758885806,12.86,"['3758885819', '3758885806']"
4884,481395518,481397829,101.09,"['481395518', '481396578', '481397829']"
4885,481397829,481395518,101.09,"['481397829', '481396578', '481395518']"
4886,481397829,481390834,171.31,"['481397829', '481396584', '481390884', '1573781740', '481390834']"
4887,481390834,481397829,171.31,"['481390834', '1573781740', '481390884', '481396584', '481397829']"
4888,481390834,1316196952,144.16,"['481390834', '481396589', '1316196952']"
4889,1316196952,481390834,144.16,"['1316196952', '481396589', '481390834']"
4890,1316196952,481396599,45.83,"['1316196952', '481396594', '481396599']"
4891,481396599,1316196952,45.83,"['481396599', '481396594', '1316196952']"
4892,6878239427,4198258583,95.82,"['6878239427', '4198258583']"
4893,4198258583,6878239427,95.82,"['4198258583', '6878239427']"
4894,4198258583,476559746,711.68,"['4198258583', '1319204561', '4198258574', '4198258802', '1319641268', '1319641286', '476559738', '1319641046', '1319641214', '482729954', '1319641278', '482729936', '4198258799', '476559746']"
4895,476559746,4198258583,711.68,"['476559746', '4198258799', '482729936', '1319641278', '482729954', '1319641214', '1319641046', '476559738', '1319641286', '1319641268', '4198258802', '4198258574', '1319204561', '4198258583']"
