id,from,to,cost,nodes
4526,1879,1888,28.14,"['1324294871', '1324294968']"
4527,1888,1879,28.14,"['1324294968', '1324294871']"
4528,1888,1818,14.63,"['1324294968', '1324294307']"
4529,1818,1888,14.63,"['1324294307', '1324294968']"
4530,1818,1875,12.48,"['1324294307', '1324294852']"
4531,1875,1818,12.48,"['1324294852', '1324294307']"
4532,1875,1878,13.46,"['1324294852', '1324294866']"
4533,1878,1875,13.46,"['1324294866', '1324294852']"
4534,1878,1915,6.45,"['1324294866', '1328999502']"
4535,1915,1878,6.45,"['1328999502', '1324294866']"
4536,1915,1831,24.55,"['1328999502', '1324295204', '1324294410']"
4537,1831,1915,24.55,"['1324294410', '1324295204', '1328999502']"
4538,1831,1823,50.55,"['1324294410', '1576353695', '1324294330']"
4539,1823,1831,50.55,"['1324294330', '1576353695', '1324294410']"
4540,1829,1862,47.65,"['1324294395', '1324294289', '1324294686']"
4541,1862,1829,47.65,"['1324294686', '1324294289', '1324294395']"
4542,1862,1889,51.41,"['1324294686', '1324294400', '1324294985']"
4543,1889,1862,51.41,"['1324294985', '1324294400', '1324294686']"
4544,1889,1804,45.67,"['1324294985', '1324294275', '1324294220']"
4545,1804,1889,45.67,"['1324294220', '1324294275', '1324294985']"
4546,1804,1950,82.13,"['1324294220', '1324294218', '1324294893', '1324294397', '1404037095']"
4547,1950,1804,82.13,"['1404037095', '1324294397', '1324294893', '1324294218', '1324294220']"
4548,1950,107,53.19,"['1404037095', '1324294929', '1324294690', '476559405']"
4549,107,1950,53.19,"['476559405', '1324294690', '1324294929', '1404037095']"
4550,1846,1813,28.16,"['1324294511', '1324294367', '1324294286']"
4551,1813,1846,28.16,"['1324294286', '1324294367', '1324294511']"
4552,1894,1845,23.29,"['1324295043', '1324294508']"
4553,1845,1894,23.29,"['1324294508', '1324295043']"
4554,1843,1857,71.98,"['1324294481', '1324294518', '1324294375', '1324294900', '1324294645', '1324294609']"
4555,1857,1843,71.98,"['1324294609', '1324294645', '1324294900', '1324294375', '1324294518', '1324294481']"
4556,1833,1885,38.6,"['1324294422', '1324294938']"
4557,1885,1833,38.6,"['1324294938', '1324294422']"
4558,1830,1837,17.27,"['1324294402', '1324294450']"
4559,1837,1830,17.27,"['1324294450', '1324294402']"
4560,1837,1814,22.91,"['1324294450', '1324294292']"
4561,1814,1837,22.91,"['1324294292', '1324294450']"
4562,1904,1871,15.03,"['1324295182', '1324294809']"
4563,1871,1904,15.03,"['1324294809', '1324295182']"
4564,1871,1883,55.1,"['1324294809', '1324295170', '1324294224', '1324294840', '1324294933']"
4565,1883,1871,55.1,"['1324294933', '1324294840', '1324294224', '1324295170', '1324294809']"
4566,1883,1896,12.76,"['1324294933', '1324295091']"
4567,1896,1883,12.76,"['1324295091', '1324294933']"
4568,1896,1854,17.76,"['1324295091', '1324294889', '1324294583']"
4569,1854,1896,17.76,"['1324294583', '1324294889', '1324295091']"
4570,1854,1874,10.68,"['1324294583', '1324294850']"
4571,1874,1854,10.68,"['1324294850', '1324294583']"
4572,1874,179,19.96,"['1324294850', '481500502']"
4573,179,1874,19.96,"['481500502', '1324294850']"
4574,1899,1805,40.98,"['1324295132', '1324294228']"
4575,1805,1899,40.98,"['1324294228', '1324295132']"
4576,1805,1826,42.81,"['1324294228', '1324294351', '1324294370']"
4577,1826,1805,42.81,"['1324294370', '1324294351', '1324294228']"
4578,1826,1860,14.5,"['1324294370', '1324294650']"
4579,1860,1826,14.5,"['1324294650', '1324294370']"
4580,1868,1832,54.11,"['1324294787', '1324294420']"
4581,1832,1868,54.11,"['1324294420', '1324294787']"
4582,1852,1898,19.62,"['1324294575', '1324295129']"
4583,1898,1852,19.62,"['1324295129', '1324294575']"
4584,1898,1810,23.02,"['1324295129', '1324294226', '1324294264']"
4585,1810,1898,23.02,"['1324294264', '1324294226', '1324295129']"
4586,1810,1826,15.49,"['1324294264', '1324294370']"
4587,1826,1810,15.49,"['1324294370', '1324294264']"
4588,1840,1868,83.94,"['1324294458', '1324294885', '1324294787']"
4589,1868,1840,83.94,"['1324294787', '1324294885', '1324294458']"
4590,1868,1864,38.96,"['1324294787', '1324294602', '1324294714']"
4591,1864,1868,38.96,"['1324294714', '1324294602', '1324294787']"
4592,1859,1844,18.54,"['1324294638', '1324294487']"
4593,1844,1859,18.54,"['1324294487', '1324294638']"
4594,1906,1870,45.05,"['1324295202', '1324294807']"
4595,1870,1906,45.05,"['1324294807', '1324295202']"
4596,1870,1864,7.43,"['1324294807', '1324294714']"
4597,1864,1870,7.43,"['1324294714', '1324294807']"
4598,1864,1881,30.92,"['1324294714', '1324294917']"
4599,1881,1864,30.92,"['1324294917', '1324294714']"
4600,1881,1869,4.26,"['1324294917', '1324294804']"
4601,1869,1881,4.26,"['1324294804', '1324294917']"
4602,1869,1892,61.12,"['1324294804', '1324295022']"
4603,1892,1869,61.12,"['1324295022', '1324294804']"
4604,1896,1847,30.84,"['1324295091', '1324295062', '1324294516']"
4605,1847,1896,30.84,"['1324294516', '1324295062', '1324295091']"
4606,1825,1842,75.98,"['1324294368', '1324294869', '1324294463']"
4607,1842,1825,75.98,"['1324294463', '1324294869', '1324294368']"
4608,1850,1847,3.95,"['1324294543', '1324294516']"
4609,1847,1850,3.95,"['1324294516', '1324294543']"
4610,1847,1803,14.1,"['1324294516', '1324294208']"
4611,1803,1847,14.1,"['1324294208', '1324294516']"
4612,1803,1905,8.79,"['1324294208', '1324295201']"
4613,1905,1803,8.79,"['1324295201', '1324294208']"
4614,1905,1860,16.4,"['1324295201', '1324294650']"
4615,1860,1905,16.4,"['1324294650', '1324295201']"
4616,1860,1907,17.54,"['1324294650', '1324295203']"
4617,1907,1860,17.54,"['1324295203', '1324294650']"
4618,1907,1908,5.67,"['1324295203', '1324295205']"
4619,1908,1907,5.67,"['1324295205', '1324295203']"
4620,1908,1806,30.97,"['1324295205', '1324294230']"
4621,1806,1908,30.97,"['1324294230', '1324295205']"
4622,1850,1898,22.11,"['1324294543', '1324295129']"
4623,1898,1850,22.11,"['1324295129', '1324294543']"
4624,1898,1827,40.66,"['1324295129', '1324294372']"
4625,1827,1898,40.66,"['1324294372', '1324295129']"
4626,1874,1852,66.38,"['1324294850', '1324294779', '1324294493', '1324294776', '1324294575']"
4627,1852,1874,66.38,"['1324294575', '1324294776', '1324294493', '1324294779', '1324294850']"
4628,1852,1811,41.35,"['1324294575', '1324294266']"
4629,1811,1852,41.35,"['1324294266', '1324294575']"
4630,1811,1820,22.9,"['1324294266', '1324294322']"
4631,1820,1811,22.9,"['1324294322', '1324294266']"
4632,1861,1916,116.32,"['1324294654', '1328999518']"
4633,1916,1861,116.32,"['1328999518', '1324294654']"
4634,1916,1918,47.36,"['1328999518', '1324294491', '1328999608']"
4635,1918,1916,47.36,"['1328999608', '1324294491', '1328999518']"
4636,1918,1884,74.16,"['1328999608', '1324294936']"
4637,1884,1918,74.16,"['1324294936', '1328999608']"
4638,1875,1909,39.58,"['1324294852', '1324295019', '1324295206']"
4639,1909,1875,39.58,"['1324295206', '1324295019', '1324294852']"
4640,1866,1907,23.96,"['1324294729', '1324295203']"
4641,1907,1866,23.96,"['1324295203', '1324294729']"
4642,1822,1828,24.17,"['1324294326', '1324294376']"
4643,1828,1822,24.17,"['1324294376', '1324294326']"
4644,1897,1820,9.8,"['1324295098', '1324294322']"
4645,1820,1897,9.8,"['1324294322', '1324295098']"
4646,1820,1837,10.97,"['1324294322', '1324295144', '1324294450']"
4647,1837,1820,10.97,"['1324294450', '1324295144', '1324294322']"
4648,1837,1890,11.36,"['1324294450', '1324294989']"
4649,1890,1837,11.36,"['1324294989', '1324294450']"
4650,1914,1913,62.8,"['1328999452', '1328999442']"
4651,1913,1914,62.8,"['1328999442', '1328999452']"
4652,1918,1917,122.55,"['1328999608', '1328999492', '1328999560']"
4653,1917,1918,122.55,"['1328999560', '1328999492', '1328999608']"
4654,1912,1916,148.92,"['1328999431', '1328999581', '1328999558', '1328999579', '1328999540', '1328999518']"
4655,1916,1912,148.92,"['1328999518', '1328999540', '1328999579', '1328999558', '1328999581', '1328999431']"
4656,1916,1915,146.57,"['1328999518', '1328999460', '1328999453', '1328999502']"
4657,1915,1916,146.57,"['1328999502', '1328999453', '1328999460', '1328999518']"
4658,1945,1934,15.54,"['1404037055', '1404037020']"
4659,1934,1945,15.54,"['1404037020', '1404037055']"
4660,1921,1958,26.27,"['1404036953', '1404036974', '1404037141']"
4661,1958,1921,26.27,"['1404037141', '1404036974', '1404036953']"
4662,1925,1933,8.15,"['1404036983', '1404037018']"
4663,1933,1925,8.15,"['1404037018', '1404036983']"
4664,1933,1958,12.33,"['1404037018', '1404037141']"
4665,1958,1933,12.33,"['1404037141', '1404037018']"
4666,1958,1936,9.38,"['1404037141', '1404037025']"
4667,1936,1958,9.38,"['1404037025', '1404037141']"
4668,1936,1948,9.88,"['1404037025', '1404037086']"
4669,1948,1936,9.88,"['1404037086', '1404037025']"
4670,1948,1934,8.7,"['1404037086', '1404037020']"
4671,1934,1948,8.7,"['1404037020', '1404037086']"
4672,1934,1927,13.22,"['1404037020', '1404037003']"
4673,1927,1934,13.22,"['1404037003', '1404037020']"
4674,1946,1940,22.09,"['1404037073', '1404037033']"
4675,1940,1946,22.09,"['1404037033', '1404037073']"
4676,1940,1943,18.23,"['1404037033', '1404037047']"
4677,1943,1940,18.23,"['1404037047', '1404037033']"
4678,1928,1948,29.42,"['1404037005', '1404037040', '1404037086']"
4679,1948,1928,29.42,"['1404037086', '1404037040', '1404037005']"
4680,1921,1947,14.08,"['1404036953', '1404037085']"
4681,1947,1921,14.08,"['1404037085', '1404036953']"
4682,1947,1932,39.94,"['1404037085', '1404037096', '1404037015']"
4683,1932,1947,39.94,"['1404037015', '1404037096', '1404037085']"
4684,1938,1951,32.44,"['1404037029', '1404037105']"
4685,1951,1938,32.44,"['1404037105', '1404037029']"
4686,1939,1924,4.58,"['1404037030', '1404036975']"
4687,1924,1939,4.58,"['1404036975', '1404037030']"
4688,1924,1922,20.12,"['1404036975', '1404036968']"
4689,1922,1924,20.12,"['1404036968', '1404036975']"
4690,1922,1957,32.75,"['1404036968', '1404037063', '1404037134']"
4691,1957,1922,32.75,"['1404037134', '1404037063', '1404036968']"
4692,1957,1942,20.09,"['1404037134', '1404037044']"
4693,1942,1957,20.09,"['1404037044', '1404037134']"
4694,1923,1954,17.22,"['1404036972', '1404037117']"
4695,1954,1923,17.22,"['1404037117', '1404036972']"
4696,1954,1949,25.8,"['1404037117', '1404037087']"
4697,1949,1954,25.8,"['1404037087', '1404037117']"
4698,1920,1955,49.45,"['1404036952', '1404037120', '1404037135', '1404037125']"
4699,1955,1920,49.45,"['1404037125', '1404037135', '1404037120', '1404036952']"
4700,1955,1956,52.96,"['1404037125', '1404037128', '1404037126']"
4701,1956,1955,52.96,"['1404037126', '1404037128', '1404037125']"
4702,1929,1940,35.86,"['1404037011', '1404037033']"
4703,1940,1929,35.86,"['1404037033', '1404037011']"
4704,1954,1936,13.47,"['1404037117', '1404037025']"
4705,1936,1954,13.47,"['1404037025', '1404037117']"
4706,1953,1935,33.57,"['1404037115', '1404037024']"
4707,1935,1953,33.57,"['1404037024', '1404037115']"
4708,1935,1937,37.76,"['1404037024', '1404037027']"
4709,1937,1935,37.76,"['1404037027', '1404037024']"
4710,1919,1943,24.23,"['1404036950', '1404037047']"
4711,1943,1919,24.23,"['1404037047', '1404036950']"
4712,1943,1952,16.29,"['1404037047', '1404037107']"
4713,1952,1943,16.29,"['1404037107', '1404037047']"
4714,1944,1931,13.03,"['1404037053', '1404037014']"
4715,1931,1944,13.03,"['1404037014', '1404037053']"
4716,1931,1957,22.3,"['1404037014', '1404037134']"
4717,1957,1931,22.3,"['1404037134', '1404037014']"
4718,1957,1937,14.47,"['1404037134', '1404037027']"
4719,1937,1957,14.47,"['1404037027', '1404037134']"
4720,1947,1933,25.74,"['1404037085', '1404037018']"
4721,1933,1947,25.74,"['1404037018', '1404037085']"
4722,1926,1932,23.75,"['1404036994', '1404036963', '1404037015']"
4723,1932,1926,23.75,"['1404037015', '1404036963', '1404036994']"
4724,1932,1920,6.62,"['1404037015', '1404036952']"
4725,1920,1932,6.62,"['1404036952', '1404037015']"
4726,1920,1942,18.04,"['1404036952', '1404037044']"
4727,1942,1920,18.04,"['1404037044', '1404036952']"
4728,1942,1941,48.59,"['1404037044', '1404037043']"
4729,1941,1942,48.59,"['1404037043', '1404037044']"
4730,1924,1938,29.67,"['1404036975', '1404037112', '1404037029']"
4731,1938,1924,29.67,"['1404037029', '1404037112', '1404036975']"
4732,1938,1931,44.37,"['1404037029', '1404037014']"
4733,1931,1938,44.37,"['1404037014', '1404037029']"
4734,1930,1946,19.19,"['1404037013', '1404037073']"
4735,1946,1930,19.19,"['1404037073', '1404037013']"
4736,1946,1959,49.95,"['1404037073', '1404037149']"
4737,1959,1946,49.95,"['1404037149', '1404037073']"
4738,907,1030,10.93,"['1316471802', '1316472026']"
4739,1030,907,10.93,"['1316472026', '1316471802']"
4740,1030,1008,10.28,"['1316472026', '1316471969']"
4741,1008,1030,10.28,"['1316471969', '1316472026']"
4742,1008,856,41.64,"['1316471969', '1316472175', '1316471713']"
4743,856,1008,41.64,"['1316471713', '1316472175', '1316471969']"
4744,856,1073,29.81,"['1316471713', '1316472161']"
4745,1073,856,29.81,"['1316472161', '1316471713']"
4746,1073,880,8.7,"['1316472161', '1316471744']"
4747,880,1073,8.7,"['1316471744', '1316472161']"
4748,880,936,8.69,"['1316471744', '1316471850']"
4749,936,880,8.69,"['1316471850', '1316471744']"
4750,936,1019,25.42,"['1316471850', '1316471955', '1316471994']"
4751,1019,936,25.42,"['1316471994', '1316471955', '1316471850']"
4752,1019,904,23.63,"['1316471994', '1316471797']"
4753,904,1019,23.63,"['1316471797', '1316471994']"
4754,1922,1935,12.55,"['1404036968', '1404037024']"
4755,1935,1922,12.55,"['1404037024', '1404036968']"
4756,1935,1959,12.3,"['1404037024', '1404037149']"
4757,1959,1935,12.3,"['1404037149', '1404037024']"
4758,1959,1955,24.54,"['1404037149', '1404037064', '1404037125']"
4759,1955,1959,24.54,"['1404037125', '1404037064', '1404037149']"
4760,1962,1964,69.16,"['1404152799', '1404152880']"
4761,1964,1962,69.16,"['1404152880', '1404152799']"
4762,1965,1961,85.14,"['1404152885', '1404152790']"
4763,1961,1965,85.14,"['1404152790', '1404152885']"
4764,1960,1963,87.33,"['1404152783', '1404152847']"
4765,1963,1960,87.33,"['1404152847', '1404152783']"
4766,1968,201,147.75,"['1562117598', '483112319', '482733092']"
4767,201,1968,147.75,"['482733092', '483112319', '1562117598']"
4768,201,245,14.86,"['482733092', '601145316']"
4769,245,201,14.86,"['601145316', '482733092']"
4770,245,227,72.96,"['601145316', '483113556']"
4771,227,245,72.96,"['483113556', '601145316']"
4772,227,228,215.95,"['483113556', '483113599']"
4773,228,227,215.95,"['483113599', '483113556']"
4774,1969,1970,37.21,"['1562117599', '1562117605']"
4775,1970,1969,37.21,"['1562117605', '1562117599']"
4776,229,220,1038.55,"['486193994', '1807318141', '1807311599', '1807311600', '1807311601', '1807311602', '601661230', '1807311606', '1807311607', '1807311608', '483106759']"
4777,220,229,1038.55,"['483106759', '1807311608', '1807311607', '1807311606', '601661230', '1807311602', '1807311601', '1807311600', '1807311599', '1807318141', '486193994']"
4778,216,327,101.57,"['483103362', '971168073']"
4779,327,216,101.57,"['971168073', '483103362']"
4780,327,218,82.06,"['971168073', '483106120']"
4781,218,327,82.06,"['483106120', '971168073']"
4782,218,18,99.81,"['483106120', '483107860', '95612191']"
4783,18,218,99.81,"['95612191', '483107860', '483106120']"
4784,1974,2015,423.82,"['1883258214', '481384563', '475974969', '103736893', '486255428', '481387876', '5070865544']"
4785,2015,1974,423.82,"['5070865544', '481387876', '486255428', '103736893', '475974969', '481384563', '1883258214']"
4786,2015,20,202.07,"['5070865544', '481388053', '481388603', '481386949', '385114530', '1888382770', '103736983']"
4787,20,2015,202.07,"['103736983', '1888382770', '385114530', '481386949', '481388603', '481388053', '5070865544']"
4788,5,309,186.3,"['75354586', '1888382763', '1888382779', '1888382772', '1888382827', '1888382787', '1888382898', '677735262']"
4789,309,5,186.3,"['677735262', '1888382898', '1888382787', '1888382827', '1888382772', '1888382779', '1888382763', '75354586']"
4790,220,325,197.58,"['483106759', '486206939', '857780856']"
4791,325,220,197.58,"['857780856', '486206939', '483106759']"
4792,325,326,202.57,"['857780856', '93246481', '3027181884', '2049780828', '857780858']"
4793,326,325,202.57,"['857780858', '2049780828', '3027181884', '93246481', '857780856']"
4794,32,1160,145.77,"['385113782', '773662897', '4273412842', '3758885822', '773662879', '2555954419', '2555954421', '1316623495']"
4795,1160,32,145.77,"['1316623495', '2555954421', '2555954419', '773662879', '3758885822', '4273412842', '773662897', '385113782']"
4796,1160,45,96.1,"['1316623495', '385113781', '475975057']"
4797,45,1160,96.1,"['475975057', '385113781', '1316623495']"
4798,45,1083,69.03,"['475975057', '1316623182']"
4799,1083,45,69.03,"['1316623182', '475975057']"
4800,1083,1278,31.33,"['1316623182', '1316694068']"
4801,1278,1083,31.33,"['1316694068', '1316623182']"
4802,1278,235,20.75,"['1316694068', '599407025']"
4803,235,1278,20.75,"['599407025', '1316694068']"
4804,235,30,13.8,"['599407025', '385113562']"
4805,30,235,13.8,"['385113562', '599407025']"
4806,54,33,28.87,"['475977497', '1548518431', '385113786']"
4807,33,54,28.87,"['385113786', '1548518431', '475977497']"
4808,33,1115,8.31,"['385113786', '1316623328']"
4809,1115,33,8.31,"['1316623328', '385113786']"
4810,1115,1428,10.09,"['1316623328', '1317671170']"
4811,1428,1115,10.09,"['1317671170', '1316623328']"
4812,1428,34,20.14,"['1317671170', '385113788']"
4813,34,1428,20.14,"['385113788', '1317671170']"
4814,34,1455,17.39,"['385113788', '1317671241']"
4815,1455,34,17.39,"['1317671241', '385113788']"
4816,1455,35,13.06,"['1317671241', '385113789']"
4817,35,1455,13.06,"['385113789', '1317671241']"
4818,35,36,30.81,"['385113789', '385113791']"
4819,36,35,30.81,"['385113791', '385113789']"
4820,36,1202,33.33,"['385113791', '1316623647']"
4821,1202,36,33.33,"['1316623647', '385113791']"
4822,1202,1131,16.07,"['1316623647', '1316623389']"
4823,1131,1202,16.07,"['1316623389', '1316623647']"
4824,1131,1111,17.27,"['1316623389', '1316623308']"
4825,1111,1131,17.27,"['1316623308', '1316623389']"
4826,1111,1147,20.68,"['1316623308', '1316623442']"
4827,1147,1111,20.68,"['1316623442', '1316623308']"
4828,1147,1363,24.34,"['1316623442', '1317671003']"
4829,1363,1147,24.34,"['1317671003', '1316623442']"
4830,1363,37,33.5,"['1317671003', '385113794']"
4831,37,1363,33.5,"['385113794', '1317671003']"
4832,37,38,32.63,"['385113794', '385113795']"
4833,38,37,32.63,"['385113795', '385113794']"
4834,54,1165,12.84,"['475977497', '385113785', '1316623507']"
4835,1165,54,12.84,"['1316623507', '385113785', '475977497']"
4836,1165,313,89.98,"['1316623507', '773662878']"
